day,book,chapterFrom,chapterTo
342,psalms,42,43
343,psalms,44,
344,psalms,45,
345,psalms,46,
346,psalms,47,
347,psalms,48,
348,psalms,49,
349,psalms,50,
350,psalms,51,
351,psalms,52,
352,psalms,53,
353,psalms,54,
354,psalms,55,
355,psalms,56,
356,psalms,57,
357,psalms,58,
358,psalms,59,
359,psalms,60,
360,psalms,61,
361,psalms,62,
362,psalms,63,
363,psalms,64,
364,psalms,65,
365,psalms,66,
